Unnamed: 0,Campaign,Channel,Date,Start time,Duration,Spot type,Promotion,Pos. Block 1,Spots Block 1,Title,TVR,Date_dt,Start_dt,End_dt,hour_of_day,quarter_id,advertiser_id,break_id,position_in_break,channel,base_rate,prime_premium,pos1,pos2,pos3,pos_last,adv_premium,position_premium,total_premium,revenue_ils,is_target_channel,include_as_media,competitor_flag
1440,2024-10 - ניאופרם - אגודת הפסוריאזיס הישראלית,קשת 12,02/11/2024,18:01:41,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.3,02/11/2024,02/11/2024 18:01,02/11/2024 18:01,18,1730570400,2024,2844,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4987.5,TRUE,TRUE,FALSE
1441,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,18:01:51,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.3,02/11/2024,02/11/2024 18:01,02/11/2024 18:01,18,1730570400,הזדמנויות,2844,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4987.5,TRUE,TRUE,FALSE
1442,הזדמנויות צריכה- אבוקדו,קשת 12,02/11/2024,18:03:07,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],14.1,02/11/2024,02/11/2024 18:03,02/11/2024 18:03,18,1730570400,הזדמנויות,2845,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,5076,TRUE,TRUE,FALSE
1443,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,18:03:18,30,פרסומת,ספוט,1,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],14.1,02/11/2024,02/11/2024 18:03,02/11/2024 18:03,18,1730570400,2024,2845,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,23265,TRUE,TRUE,FALSE
1444,איזי משתלם (ספטמבר 2024),קשת 12,02/11/2024,18:03:48,22,פרסומת,ספוט,2,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],14.1,02/11/2024,02/11/2024 18:03,02/11/2024 18:04,18,1730570400,איזי,2845,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,16285.5,TRUE,TRUE,FALSE
1445,2024-09 - יד 2,קשת 12,02/11/2024,18:04:10,20,פרסומת,ספוט,3,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.3,02/11/2024,02/11/2024 18:04,02/11/2024 18:04,18,1730570400,2024,2845,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15375,TRUE,TRUE,FALSE
1446,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,18:04:30,28,פרסומת,ספוט,4,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.3,02/11/2024,02/11/2024 18:04,02/11/2024 18:04,18,1730570400,2024,2845,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,21525,TRUE,TRUE,FALSE
1447,2024-06 - פרוקטר & גמבל - אורל בי,קשת 12,02/11/2024,18:04:58,30,פרסומת,ספוט,5,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.3,02/11/2024,02/11/2024 18:04,02/11/2024 18:05,18,1730570400,2024,2845,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,23062.5,TRUE,TRUE,FALSE
1448,פרוקטר אולוויז דיסקריט מחליפה (דצמבר 2021),קשת 12,02/11/2024,18:05:28,19,פרסומת,ספוט,6,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.2,02/11/2024,02/11/2024 18:05,02/11/2024 18:05,18,1730570400,פרוקטר,2845,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,14487.5,TRUE,TRUE,FALSE
1449,2024-10 -  מיקסקארד,קשת 12,02/11/2024,18:05:47,14,פרסומת,ספוט,99,7,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.2,02/11/2024,02/11/2024 18:05,02/11/2024 18:06,18,1730570400,2024,2845,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,10675,TRUE,TRUE,FALSE
1450,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,18:06:10,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.6,02/11/2024,02/11/2024 18:06,02/11/2024 18:06,18,1730570400,2024,2845,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4725,TRUE,TRUE,FALSE
1451,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,18:06:16,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.6,02/11/2024,02/11/2024 18:06,02/11/2024 18:06,18,1730570400,Reckitt,2845,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4725,TRUE,TRUE,FALSE
1452,2024-05 - זכותי — מחליפה סיעודי חסות עדויות,קשת 12,02/11/2024,18:06:48,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.6,02/11/2024,02/11/2024 18:06,02/11/2024 18:06,18,1730570400,2024,2846,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,4536,TRUE,TRUE,FALSE
1453,Reckitt Benckiser Nurofen Non Stop Day 6sec,קשת 12,02/11/2024,18:06:54,6,חסות,ספוט,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],12.6,02/11/2024,02/11/2024 18:06,02/11/2024 18:07,18,1730570400,Reckitt,2846,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4158,TRUE,TRUE,FALSE
1454,פ-חדשות סוף השבוע,קשת 12,02/11/2024,18:07:00,32,פרומו,פרומו,0,0,[שבת בחמש עם גדעון אוקו] * [פגוש את העיתונות 12 - מהדורה מוקדמת],13.4,02/11/2024,02/11/2024 18:07,02/11/2024 18:07,18,1730570400,פ,2846,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,22512,TRUE,TRUE,FALSE
1455,פ-ארץ נהדרת עונה 22,קשת 12,02/11/2024,18:33:03,43,פרומו,פרומו,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת],15.5,02/11/2024,02/11/2024 18:33,02/11/2024 18:33,18,1730572200,פ,2847,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,39990,TRUE,TRUE,FALSE
1456,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,18:33:54,32,פרסומת,ספוט,1,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],15.5,02/11/2024,02/11/2024 18:33,02/11/2024 18:34,18,1730572200,2024,2847,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,27280,TRUE,TRUE,FALSE
1457,2024-02 - אול'גובס - אולג'ובס — קמפיין מחפשי עבודה - פברואר,קשת 12,02/11/2024,18:34:26,24,פרסומת,ספוט,2,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13.5,02/11/2024,02/11/2024 18:34,02/11/2024 18:34,18,1730572200,2024,2847,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,17010,TRUE,TRUE,FALSE
1458,2024-10 -  מנו ספנות,קשת 12,02/11/2024,18:34:50,18,פרסומת,ספוט,3,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13.5,02/11/2024,02/11/2024 18:34,02/11/2024 18:35,18,1730572200,2024,2847,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15187.5,TRUE,TRUE,FALSE
1459,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,18:35:08,26,פרסומת,ספוט,4,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13.1,02/11/2024,02/11/2024 18:35,02/11/2024 18:35,18,1730572200,מאקו,2847,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,21287.5,TRUE,TRUE,FALSE
1460,2024-10 - פרי טיוי — מוקדנית 2,קשת 12,02/11/2024,18:35:34,55,פרסומת,ספוט,5,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13.1,02/11/2024,02/11/2024 18:35,02/11/2024 18:36,18,1730572200,2024,2847,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,45031.25,TRUE,TRUE,FALSE
1461,2024-10 - בנק יהב,קשת 12,02/11/2024,18:36:29,30,פרסומת,ספוט,6,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13,02/11/2024,02/11/2024 18:36,02/11/2024 18:36,18,1730572200,2024,2847,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,24375,TRUE,TRUE,FALSE
1462,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,18:36:59,12,פרסומת,ספוט,7,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],13,02/11/2024,02/11/2024 18:36,02/11/2024 18:37,18,1730572200,מאקו,2847,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9750,TRUE,TRUE,FALSE
1463,2023-01 - פרוקטר & גמבל - אולוויז,קשת 12,02/11/2024,18:37:11,30,פרסומת,ספוט,8,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],12.7,02/11/2024,02/11/2024 18:37,02/11/2024 18:37,18,1730572200,2023,2847,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,23812.5,TRUE,TRUE,FALSE
1464,מאקו V1 (יוני 2024),קשת 12,02/11/2024,18:37:41,31,פרסומת,ספוט,99,9,[פגוש את העיתונות 12 - מהדורה מוקדמת],12.7,02/11/2024,02/11/2024 18:37,02/11/2024 18:38,18,1730572200,מאקו,2847,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,24606.25,TRUE,TRUE,FALSE
1465,פ-הכוכב הבא 11,קשת 12,02/11/2024,18:38:17,60,פרומו,פרומו,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת],13,02/11/2024,02/11/2024 18:38,02/11/2024 18:39,18,1730572200,פ,2847,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,48750,TRUE,TRUE,FALSE
1466,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,19:01:04,36,פרומו,פרומו,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],14,02/11/2024,02/11/2024 19:01,02/11/2024 19:01,19,1730574000,פ,2848,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,30240,TRUE,TRUE,FALSE
1467,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,19:01:45,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],14,02/11/2024,02/11/2024 19:01,02/11/2024 19:01,19,1730574000,2024,2848,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4620,TRUE,TRUE,FALSE
1468,2024-10 - צ׳רי - צ'רי — חשמלית סנס,קשת 12,02/11/2024,19:01:51,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],14,02/11/2024,02/11/2024 19:01,02/11/2024 19:01,19,1730574000,2024,2848,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,4410,TRUE,TRUE,FALSE
1469,2023-04 - מרינה פטריות הגליל - פטריות מרינה,קשת 12,02/11/2024,19:01:57,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],14,02/11/2024,02/11/2024 19:01,02/11/2024 19:02,19,1730574000,2023,2848,4,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,5250,TRUE,TRUE,FALSE
1470,2024-10 - גוגל — - שופינג איי אל,קשת 12,02/11/2024,19:02:03,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.6,02/11/2024,02/11/2024 19:02,02/11/2024 19:02,19,1730574000,2024,2848,5,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4725,TRUE,TRUE,FALSE
1471,"2024-10 - קופ""ח מכבי - מכבי שירותי בריאות — קמפיין השקה מכבי",קשת 12,02/11/2024,19:02:14,70,פרסומת,ספוט,1,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.6,02/11/2024,02/11/2024 19:02,02/11/2024 19:03,19,1730574000,2024,2848,6,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,55125,TRUE,TRUE,FALSE
1472,2024-10 - מפעל הפיס — קמפיין חכם,קשת 12,02/11/2024,19:03:24,52,פרסומת,ספוט,2,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.3,02/11/2024,02/11/2024 19:03,02/11/2024 19:04,19,1730574000,2024,2848,7,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,39975,TRUE,TRUE,FALSE
1473,2024-08 - לוריאל - רויטליפט — רויטליפט לייזר פילר,קשת 12,02/11/2024,19:04:16,14,פרסומת,ספוט,3,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.7,02/11/2024,02/11/2024 19:04,02/11/2024 19:04,19,1730574000,2024,2848,8,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,11112.5,TRUE,TRUE,FALSE
1474,2024-03 - פלייכארד - פליי קארד,קשת 12,02/11/2024,19:04:30,30,פרסומת,ספוט,4,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.7,02/11/2024,02/11/2024 19:04,02/11/2024 19:05,19,1730574000,2024,2848,9,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,23812.5,TRUE,TRUE,FALSE
1475,2024-07 - בסטי,קשת 12,02/11/2024,19:05:00,17,פרסומת,ספוט,5,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.5,02/11/2024,02/11/2024 19:05,02/11/2024 19:05,19,1730574000,2024,2848,10,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,13281.25,TRUE,TRUE,FALSE
1476,2022-11 - המועצה להסדר ההימורים בספורט - טוטו,קשת 12,02/11/2024,19:05:17,22,פרסומת,ספוט,6,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.5,02/11/2024,02/11/2024 19:05,02/11/2024 19:05,19,1730574000,2022,2848,11,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,17187.5,TRUE,TRUE,FALSE
1477,2024-09 - יד 2,קשת 12,02/11/2024,19:05:39,20,פרסומת,ספוט,7,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.5,02/11/2024,02/11/2024 19:05,02/11/2024 19:05,19,1730574000,2024,2848,12,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15625,TRUE,TRUE,FALSE
1478,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,19:05:59,67,פרסומת,ספוט,8,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],12.5,02/11/2024,02/11/2024 19:05,02/11/2024 19:07,19,1730574000,2024,2848,13,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,52343.75,TRUE,TRUE,FALSE
1479,2024-10 - קומי כרטיסים,קשת 12,02/11/2024,19:07:06,28,פרסומת,ספוט,9,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.1,02/11/2024,02/11/2024 19:07,02/11/2024 19:07,19,1730574000,2024,2848,14,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,19425,TRUE,TRUE,FALSE
1480,2022-11 - המועצה להסדר ההימורים בספורט - טוטו,קשת 12,02/11/2024,19:07:34,22,פרסומת,ספוט,10,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.1,02/11/2024,02/11/2024 19:07,02/11/2024 19:07,19,1730574000,2022,2848,15,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,15262.5,TRUE,TRUE,FALSE
1481,2024-09 -  פרפקט ליין,קשת 12,02/11/2024,19:07:56,30,פרסומת,ספוט,11,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.1,02/11/2024,02/11/2024 19:07,02/11/2024 19:08,19,1730574000,2024,2848,16,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,20812.5,TRUE,TRUE,FALSE
1482,2024-10 -  מיקסקארד,קשת 12,02/11/2024,19:08:26,14,פרסומת,ספוט,99,12,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:08,02/11/2024 19:08,19,1730574000,2024,2848,17,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,9975,TRUE,TRUE,FALSE
1483,2024-10 - ישראכרט — ישראכרט - אחרי החגים,קשת 12,02/11/2024,19:08:49,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:08,02/11/2024 19:08,19,1730574000,2024,2848,18,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1484,"2024-10 - מלונות וייצמן סיטי בע""מ",קשת 12,02/11/2024,19:08:55,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:08,02/11/2024 19:09,19,1730574000,2024,2848,19,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1485,2024-10 - ניאופרם - אגודת הפסוריאזיס הישראלית,קשת 12,02/11/2024,19:09:01,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:09,02/11/2024 19:09,19,1730574000,2024,2848,20,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1486,2024-07 - משולחן לשולחן לקט ישראל - לקט ישראל,קשת 12,02/11/2024,19:09:07,6,חסות,ספוט,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:09,02/11/2024 19:09,19,1730574000,2024,2848,21,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,4275,TRUE,TRUE,FALSE
1487,פ-חדשות סוף השבוע,קשת 12,02/11/2024,19:09:13,32,פרומו,פרומו,0,0,[פגוש את העיתונות 12 - מהדורה מוקדמת] * [פגוש את העיתונות עם בן כספית ועמית סגל],11.4,02/11/2024,02/11/2024 19:09,02/11/2024 19:09,19,1730574000,פ,2848,22,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.25,1.25,22800,TRUE,TRUE,FALSE
1488,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,19:51:24,41,פרומו,פרומו,0,0,[פגוש את העיתונות עם בן כספית ועמית סגל],15.6,02/11/2024,02/11/2024 19:51,02/11/2024 19:52,19,1730576700,פ,2849,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,38376,TRUE,TRUE,FALSE
1489,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,19:52:41,6,חסות,ספוט,0,0,[פגוש את העיתונות עם בן כספית ועמית סגל] * [חדשות שבת 12],15,02/11/2024,02/11/2024 19:52,02/11/2024 19:52,19,1730576700,2024,2850,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,5400,TRUE,TRUE,FALSE
1490,2024-10 - הבורסה לניירות ערך — TASE+ השקה 2024,קשת 12,02/11/2024,19:52:47,6,חסות,ספוט,0,0,[פגוש את העיתונות עם בן כספית ועמית סגל] * [חדשות שבת 12],15,02/11/2024,02/11/2024 19:52,02/11/2024 19:52,19,1730576700,2024,2850,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4950,TRUE,TRUE,FALSE
1491,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,19:53:11,6,חסות,ספוט,0,0,[פגוש את העיתונות עם בן כספית ועמית סגל] * [חדשות שבת 12],14.4,02/11/2024,02/11/2024 19:53,02/11/2024 19:53,19,1730576700,2024,2851,1,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.2,1.2,5184,TRUE,TRUE,FALSE
1492,2024-10 - הבורסה לניירות ערך — TASE+ השקה 2024,קשת 12,02/11/2024,19:53:17,6,חסות,ספוט,0,0,[פגוש את העיתונות עם בן כספית ועמית סגל] * [חדשות שבת 12],14.4,02/11/2024,02/11/2024 19:53,02/11/2024 19:53,19,1730576700,2024,2851,2,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.1,1.1,4752,TRUE,TRUE,FALSE
1493,2024-10 - גינדי השקעות - דקה לשמונה,קשת 12,02/11/2024,19:53:28,60,פרסומת,ספוט,1,1,[פגוש את העיתונות עם בן כספית ועמית סגל] * [חדשות שבת 12],14.4,02/11/2024,02/11/2024 19:53,02/11/2024 19:54,19,1730576700,2024,2851,3,קשת 12,50,1,1.2,1.1,1.05,1.25,1,1.05,1.05,45360,TRUE,TRUE,FALSE
1494,2024-10 - ביטוח איי אי ג'י - איי אי ג'י,קשת 12,02/11/2024,20:23:52,36,פרסומת,ספוט,1,1,[חדשות שבת 12],20.1,02/11/2024,02/11/2024 20:23,02/11/2024 20:24,20,1730578500,2024,2852,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,56440.8,TRUE,TRUE,FALSE
1495,פ-מאסטר שף נבחרת החלומות,קשת 12,02/11/2024,20:26:40,29,פרומו,פרומו,0,0,[חדשות שבת 12],18.2,02/11/2024,02/11/2024 20:26,02/11/2024 20:27,20,1730578500,פ,2853,1,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.2,1.56,41168.4,TRUE,TRUE,FALSE
1496,"2024-01 - אלטמן רוקחות בע""מ - אלטמן — חסות מולטי ויטמין לנשי",קשת 12,02/11/2024,20:27:14,27,פרסומת,ספוט,1,19,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 20:27,02/11/2024 20:27,20,1730578500,2024,2853,2,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.1,1.43,33204.6,TRUE,TRUE,FALSE
1497,2024-10 - כאל — כאל - קמפיין הלוואות נובמבר 24,קשת 12,02/11/2024,20:27:41,18,פרסומת,ספוט,2,19,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 20:27,02/11/2024 20:27,20,1730578500,2024,2853,3,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.05,1.365,21130.2,TRUE,TRUE,FALSE
1498,"2024-10 - קופ""ח כללית - כללית — רופא ילדים און-ליין",קשת 12,02/11/2024,20:27:59,67,פרסומת,ספוט,3,19,[חדשות שבת 12],17.2,02/11/2024,02/11/2024 20:27,02/11/2024 20:29,20,1730578500,2024,2853,4,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,93632.5,TRUE,TRUE,FALSE
1499,2024-07 - בסטי,קשת 12,02/11/2024,20:29:06,17,פרסומת,ספוט,4,19,[חדשות שבת 12],15.7,02/11/2024,02/11/2024 20:29,02/11/2024 20:29,20,1730578500,2024,2853,5,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,21685.625,TRUE,TRUE,FALSE
1500,2024-09 -  פרפקט ליין,קשת 12,02/11/2024,20:29:23,30,פרסומת,ספוט,5,19,[חדשות שבת 12],15.7,02/11/2024,02/11/2024 20:29,02/11/2024 20:29,20,1730578500,2024,2853,6,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,38268.75,TRUE,TRUE,FALSE
1501,2024-10 - גינדי החזקות - גינדי — גינדי ספייס רמת אפעל,קשת 12,02/11/2024,20:29:53,25,פרסומת,ספוט,6,19,[חדשות שבת 12],15.7,02/11/2024,02/11/2024 20:29,02/11/2024 20:30,20,1730578500,2024,2853,7,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,31890.625,TRUE,TRUE,FALSE
1502,רוש פרמצבטיקה עיניים (יוני 2023),קשת 12,02/11/2024,20:30:18,31,פרסומת,ספוט,7,19,[חדשות שבת 12],14.8,02/11/2024,02/11/2024 20:30,02/11/2024 20:30,20,1730579400,רוש,2853,8,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,37277.5,TRUE,TRUE,FALSE
1503,2022-11 - המועצה להסדר ההימורים בספורט - טוטו,קשת 12,02/11/2024,20:30:49,22,פרסומת,ספוט,8,19,[חדשות שבת 12],14.8,02/11/2024,02/11/2024 20:30,02/11/2024 20:31,20,1730579400,2022,2853,9,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,26455,TRUE,TRUE,FALSE
1504,"2024-10 - קופ""ח מאוחדת - מאוחדת — מאוחדת ג'וניור",קשת 12,02/11/2024,20:31:11,38,פרסומת,ספוט,9,19,[חדשות שבת 12],14.8,02/11/2024,02/11/2024 20:31,02/11/2024 20:31,20,1730579400,2024,2853,10,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,45695,TRUE,TRUE,FALSE
1505,2024-10 -  מנו ספנות,קשת 12,02/11/2024,20:31:49,20,פרסומת,ספוט,10,19,[חדשות שבת 12],14.8,02/11/2024,02/11/2024 20:31,02/11/2024 20:32,20,1730579400,2024,2853,11,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,24050,TRUE,TRUE,FALSE
1506,מאקו תדמית (אוקטובר 2024),קשת 12,02/11/2024,20:32:09,26,פרסומת,ספוט,11,19,[חדשות שבת 12],14.5,02/11/2024,02/11/2024 20:32,02/11/2024 20:32,20,1730579400,מאקו,2853,12,קשת 12,50,1.3,1.2,1.1,1.05,1.25,1,1.25,1.625,30631.25,TRUE,TRUE,FALSE
